ID,WL,U,V,SAL,TEMP,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,
31,121.3989,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
32,121.3725,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
33,121.3811,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
34,121.2812,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
35,121.1766,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
36,120.8525,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
37,117.794,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
38,117.1955,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
39,117.1825,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
40,117.0333,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
41,117.0688,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
42,116.9626,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
43,116.9836,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
44,116.9883,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
45,116.9922,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
46,117.0008,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
47,116.9858,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
48,116.959,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
49,116.8514,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
50,115.5111,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
51,114.8483,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
52,114.7827,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
53,114.6386,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
54,114.3833,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
55,113.7349,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
56,110.897,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
57,106.4144,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
58,105.9562,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
59,105.7047,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
60,102.6013,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
61,102.6065,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
62,102.6153,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
63,102.5664,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
64,101.157,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
65,100.9685,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
66,96.3107,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
67,93.9184,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
68,89.9694,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
69,89.9258,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
70,89.9212,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
71,89.8841,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
72,89.8889,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
73,89.8936,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
74,89.8973,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
75,89.9132,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
76,89.861,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
77,89.8769,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
78,89.8669,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
79,89.8672,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
80,89.8311,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
81,89.8254,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
82,89.8384,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
83,89.8587,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
84,89.8239,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
85,89.8125,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
86,89.796,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
87,89.8096,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
88,80.6665,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
89,80.1587,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
90,79.7822,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
91,79.4853,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
92,79.0392,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
93,78.5122,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
94,78.1593,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
95,77.6819,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
96,77.3525,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
97,76.9646,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
98,76.6505,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
99,76.2504,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
100,75.7758,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
101,75.4431,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
102,74.9758,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
103,74.5144,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
104,74.1442,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
105,73.923,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
106,73.7337,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
107,73.2398,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
108,72.9217,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
109,72.4919,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
110,72.1069,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
111,71.7202,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
112,71.2598,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
113,70.9397,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
114,70.5895,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
115,70.2719,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
116,69.7657,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
117,69.1359,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
118,69.046,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
119,68.5205,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
120,67.859,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
121,67.5634,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
122,67.0682,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
123,66.8293,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
124,66.6182,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
125,66.3157,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
126,65.9049,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
127,65.479,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
128,64.9597,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
129,64.8759,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
130,64.4393,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
131,64.4724,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
132,64.374,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
133,64.45,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
134,64.3237,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
135,64.3168,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
136,64.268,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
137,64.3358,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
138,64.1718,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
139,64.2643,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
140,63.9027,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
141,63.7874,0,0,0.1,12,10.4,301.875,59.573,6.5102,18.5714,0.1806,0.0181,208.3333,208.3333,6.3449,6.3449,0.1439,0.1439,2.0278,2.0278,2.0278,0,
